Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
61,2025-03-22,CUST9135,Female,56,Electronics,5,163.42,817.0999999999999
62,2025-02-19,CUST6567,Female,23,Clothing,4,447.78,1791.12
63,2025-12-26,CUST8667,Male,26,Beauty,5,26.54,132.7
64,2025-01-02,CUST6742,Male,37,Beauty,3,174.91,524.73
65,2025-02-23,CUST6788,Female,18,Home Decor,2,286.09,572.18
66,2025-04-16,CUST6408,Female,25,Home Decor,5,91.14,455.7
67,2025-09-17,CUST9669,Female,40,Clothing,3,64.21,192.63
68,2025-11-06,CUST1922,Male,20,Electronics,3,411.33,1233.99
69,2025-07-10,CUST1419,Male,21,Home Decor,3,449.31,1347.93
70,2025-08-06,CUST3204,Female,42,Home Decor,3,415.33,1245.99
71,2025-02-13,CUST2120,Female,64,Beauty,4,451.42,1805.68
72,2025-06-11,CUST1950,Female,55,Home Decor,3,285.49,856.47
73,2025-07-21,CUST3336,Female,32,Home Decor,4,409.88,1639.52
74,2025-09-27,CUST6373,Female,38,Home Decor,4,204.34,817.36
75,2025-12-17,CUST3243,Female,52,Home Decor,3,339.81,1019.4300000000001
76,2025-10-31,CUST3645,Male,63,Beauty,2,494.64,989.28
77,2025-09-28,CUST5612,Female,69,Clothing,3,128.35,385.04999999999995
78,2025-08-03,CUST2865,Male,31,Clothing,3,207.15,621.45
79,2025-09-09,CUST7028,Female,53,Electronics,3,250.42,751.26
80,2025-07-09,CUST8326,Female,29,Home Decor,2,86.25,172.5
81,2025-10-23,CUST7371,Male,34,Beauty,1,58.9,58.9
82,2025-08-01,CUST7359,Male,56,Electronics,1,418.27,418.27
83,2025-07-27,CUST8863,Male,26,Electronics,4,488.86,1955.44
84,2025-08-25,CUST4228,Male,52,Clothing,4,214.27,857.08
85,2025-12-04,CUST4719,Female,30,Beauty,2,62.07,124.14
86,2025-02-22,CUST3371,Male,32,Beauty,5,51.59,257.95000000000005
87,2025-10-07,CUST3891,Female,35,Beauty,1,447.83,447.83
88,2025-08-05,CUST4756,Male,68,Clothing,4,242.63,970.52
89,2025-09-09,CUST5225,Female,50,Clothing,1,173.61,173.61
90,2025-07-07,CUST1094,Female,23,Clothing,2,248.7,497.4
91,2025-02-10,CUST3674,Female,44,Clothing,2,172.79,345.58
92,2025-06-06,CUST7898,Female,40,Clothing,5,254.74,1273.7
93,2025-01-15,CUST1793,Female,44,Home Decor,5,432.59,2162.95
94,2025-10-28,CUST3116,Female,51,Home Decor,2,304.3,608.6
95,2025-03-06,CUST6779,Male,63,Beauty,4,353.43,1413.72
96,2025-12-11,CUST7166,Female,55,Electronics,1,195.04,195.04
97,2025-11-23,CUST1814,Male,31,Beauty,3,374.48,1123.44
98,2025-01-09,CUST1345,Male,53,Electronics,5,339.98,1699.9
99,2025-12-10,CUST9554,Female,25,Clothing,3,77.39,232.17000000000002
100,2025-05-09,CUST3443,Male,52,Electronics,4,294.87,1179.48
101,2025-05-16,CUST8783,Female,36,Beauty,5,143.24,716.2
102,2025-03-04,CUST1984,Male,47,Beauty,3,405.97,1217.91
103,2025-05-19,CUST8790,Female,31,Electronics,4,224.45,897.8
104,2025-03-22,CUST1827,Male,37,Home Decor,1,497.45,497.45
105,2025-06-12,CUST4531,Female,66,Clothing,4,64.4,257.6
106,2025-10-16,CUST8147,Female,42,Clothing,5,394.57,1972.85
107,2025-09-18,CUST5451,Female,57,Beauty,2,343.38,686.76
108,2025-08-19,CUST4876,Female,41,Home Decor,1,388.4,388.4
109,2025-02-10,CUST6959,Male,31,Electronics,3,167.61,502.83000000000004
110,2025-01-28,CUST1126,Female,43,Clothing,5,256.19,1280.95
111,2025-05-15,CUST4177,Male,55,Home Decor,2,402.32,804.64
112,2025-07-20,CUST9795,Male,40,Clothing,4,131.62,526.48
113,2025-11-24,CUST7024,Male,39,Home Decor,2,128.5,257.0
114,2025-09-25,CUST6109,Female,65,Home Decor,5,284.5,1422.5
115,2025-02-02,CUST5146,Male,36,Beauty,5,271.31,1356.55
116,2025-02-17,CUST8196,Male,63,Clothing,2,155.49,310.98
117,2025-03-03,CUST4368,Male,68,Electronics,4,163.08,652.32
118,2025-08-04,CUST4797,Female,20,Beauty,2,153.37,306.74
119,2025-10-20,CUST2792,Female,59,Beauty,5,390.33,1951.6499999999999
120,2025-04-09,CUST6732,Male,36,Electronics,5,332.91,1664.5500000000002
121,2025-06-21,CUST4476,Female,26,Beauty,3,419.56,1258.68
122,2025-12-26,CUST4417,Female,45,Home Decor,3,488.23,1464.69
123,2025-08-02,CUST2645,Male,37,Home Decor,1,247.6,247.6
124,2025-02-04,CUST4030,Male,62,Clothing,5,52.01,260.05
125,2025-08-15,CUST3872,Female,24,Clothing,3,43.08,129.24
126,2025-04-11,CUST4072,Male,31,Electronics,2,161.92,323.84
127,2025-05-11,CUST2854,Female,26,Clothing,4,467.62,1870.48
128,2025-09-14,CUST5021,Female,36,Home Decor,2,271.14,542.28
129,2025-01-05,CUST5662,Female,64,Electronics,4,150.46,601.84
130,2025-08-06,CUST7514,Female,69,Electronics,3,211.6,634.8
131,2025-09-12,CUST6031,Female,31,Clothing,1,307.33,307.33
132,2025-12-25,CUST3708,Female,55,Home Decor,2,333.42,666.84
133,2025-10-10,CUST8112,Male,53,Electronics,2,93.88,187.76
134,2025-07-26,CUST9393,Male,57,Home Decor,2,488.98,977.96
135,2025-01-15,CUST4507,Female,34,Home Decor,4,281.49,1125.96
136,2025-12-12,CUST7456,Female,47,Home Decor,3,85.13,255.39
137,2025-02-11,CUST5212,Female,26,Clothing,2,448.94,897.88
138,2025-06-28,CUST8970,Male,50,Beauty,2,55.83,111.66
139,2025-03-04,CUST9766,Female,69,Beauty,1,455.71,455.71
140,2025-12-18,CUST1536,Male,42,Electronics,1,498.35,498.35
141,2025-08-19,CUST2625,Female,31,Home Decor,3,356.21,1068.6299999999999
142,2025-08-29,CUST8973,Female,28,Clothing,3,389.81,1169.43
143,2025-02-21,CUST9577,Male,52,Home Decor,5,181.91,909.55
144,2025-04-06,CUST9070,Male,58,Home Decor,1,471.96,471.96
145,2025-08-10,CUST9666,Female,31,Clothing,5,274.26,1371.3
146,2025-08-19,CUST9609,Female,47,Beauty,4,371.55,1486.2
147,2025-08-25,CUST7490,Female,58,Home Decor,5,463.57,2317.85
148,2025-05-23,CUST4600,Male,21,Home Decor,2,488.09,976.18
149,2025-06-20,CUST7783,Male,21,Beauty,5,419.94,2099.7
150,2025-01-29,CUST5971,Male,45,Clothing,3,165.45,496.34999999999997
151,2025-02-05,CUST2205,Male,25,Electronics,4,483.94,1935.76
152,2025-01-13,CUST2990,Male,19,Beauty,2,321.5,643.0
153,2025-06-09,CUST6299,Male,58,Electronics,5,466.71,2333.5499999999997
154,2025-11-23,CUST4572,Female,63,Electronics,4,344.53,1378.12
155,2025-07-06,CUST6975,Female,39,Beauty,4,167.47,669.88
156,2025-08-31,CUST7320,Male,58,Home Decor,2,197.61,395.22
157,2025-03-27,CUST5380,Female,33,Electronics,5,284.23,1421.15
158,2025-10-11,CUST5757,Female,46,Electronics,4,399.21,1596.84
159,2025-03-07,CUST3713,Male,66,Clothing,4,172.63,690.52
160,2025-06-19,CUST6588,Female,65,Home Decor,1,298.27,298.27
161,2025-02-14,CUST1966,Male,47,Electronics,4,185.9,743.6
162,2025-03-03,CUST5944,Male,29,Clothing,1,411.57,411.57
163,2025-05-14,CUST4432,Female,52,Home Decor,5,244.03,1220.15
164,2025-10-11,CUST1688,Male,28,Beauty,5,56.83,284.15
165,2025-01-28,CUST5243,Male,63,Beauty,5,99.71,498.54999999999995
166,2025-04-18,CUST4701,Male,67,Clothing,3,49.33,147.99
167,2025-02-13,CUST9533,Male,38,Beauty,5,259.67,1298.3500000000001
168,2025-12-06,CUST6182,Male,38,Electronics,4,71.04,284.16
169,2025-10-13,CUST7704,Male,22,Home Decor,2,74.79,149.58
170,2025-11-27,CUST5422,Male,65,Electronics,1,471.7,471.7
171,2025-05-08,CUST2759,Male,37,Electronics,3,438.87,1316.6100000000001
172,2025-12-14,CUST3482,Female,54,Beauty,5,237.0,1185.0
173,2025-08-19,CUST9058,Female,20,Electronics,5,493.19,2465.95
174,2025-07-09,CUST1951,Female,61,Beauty,2,20.09,40.18
175,2025-08-13,CUST9914,Male,50,Home Decor,2,314.71,629.42
176,2025-10-10,CUST3079,Male,26,Home Decor,3,315.89,947.67
177,2025-05-01,CUST3717,Female,26,Electronics,1,239.57,239.57
178,2025-04-26,CUST5524,Female,21,Clothing,5,210.54,1052.7
179,2025-08-21,CUST9477,Female,52,Beauty,3,238.58,715.74
180,2025-09-16,CUST8311,Male,34,Beauty,4,219.18,876.72
181,2025-12-25,CUST8186,Female,51,Electronics,4,370.64,1482.56
182,2025-07-17,CUST3065,Female,41,Beauty,3,84.97,254.91
183,2025-05-17,CUST1768,Male,49,Beauty,5,114.87,574.35
184,2025-11-14,CUST6490,Female,18,Clothing,3,106.65,319.95000000000005
185,2025-06-14,CUST7645,Male,25,Clothing,5,145.99,729.95
186,2025-08-13,CUST6083,Male,62,Electronics,2,272.12,544.24
187,2025-11-03,CUST6232,Male,40,Clothing,3,73.38,220.14
188,2025-08-22,CUST6797,Female,64,Electronics,5,436.72,2183.6000000000004
189,2025-06-21,CUST5926,Female,57,Home Decor,3,162.73,488.18999999999994
190,2025-06-01,CUST7016,Male,29,Electronics,3,98.02,294.06
191,2025-11-11,CUST4335,Female,29,Home Decor,5,344.3,1721.5
192,2025-06-09,CUST9038,Female,63,Electronics,5,38.28,191.4
193,2025-04-06,CUST5873,Female,64,Beauty,1,317.58,317.58
194,2025-08-21,CUST2481,Female,32,Clothing,3,355.14,1065.42
195,2025-06-29,CUST7305,Male,58,Home Decor,4,123.16,492.64
196,2025-04-23,CUST4451,Female,36,Electronics,3,40.14,120.42
197,2025-11-14,CUST1054,Male,43,Clothing,3,194.55,583.6500000000001
198,2025-02-21,CUST8643,Male,69,Electronics,5,67.33,336.65
199,2025-09-25,CUST4462,Female,46,Clothing,3,75.91,227.73
200,2025-10-22,CUST1832,Male,39,Clothing,3,142.05,426.15000000000003
201,2025-04-23,CUST6954,Female,57,Electronics,4,161.82,647.28
202,2025-04-11,CUST9519,Female,38,Home Decor,5,274.39,1371.9499999999998
203,2025-04-23,CUST8221,Male,68,Home Decor,3,345.63,1036.8899999999999
204,2025-03-22,CUST4310,Male,55,Beauty,2,304.53,609.06
205,2025-07-06,CUST4300,Male,37,Clothing,1,91.21,91.21
206,2025-04-23,CUST7722,Male,46,Beauty,4,102.6,410.4
207,2025-01-02,CUST8218,Female,68,Beauty,3,441.81,1325.43
208,2025-05-10,CUST8776,Female,21,Electronics,2,288.01,576.02
209,2025-08-08,CUST4675,Female,24,Electronics,3,437.57,1312.71
210,2025-02-23,CUST4054,Male,45,Electronics,3,198.34,595.02
211,2025-12-09,CUST8970,Male,45,Clothing,5,314.91,1574.5500000000002
212,2025-08-12,CUST3143,Male,21,Electronics,5,271.36,1356.8000000000002
213,2025-08-13,CUST6207,Female,39,Electronics,5,173.18,865.9000000000001
214,2025-05-06,CUST3538,Male,29,Clothing,2,245.56,491.12
215,2025-05-10,CUST5547,Female,62,Clothing,3,261.2,783.5999999999999
216,2025-02-22,CUST6619,Male,20,Home Decor,1,116.37,116.37
217,2025-06-21,CUST9356,Female,39,Electronics,4,171.2,684.8
218,2025-08-06,CUST7612,Female,61,Electronics,5,399.88,1999.4
219,2025-06-09,CUST6005,Male,19,Electronics,5,459.58,2297.9
220,2025-07-17,CUST1822,Male,41,Home Decor,3,192.7,578.0999999999999
221,2025-09-04,CUST1943,Female,51,Electronics,3,167.35,502.04999999999995
222,2025-11-20,CUST7150,Female,44,Home Decor,2,113.69,227.38
223,2025-07-22,CUST5425,Male,58,Beauty,2,345.68,691.36
224,2025-07-03,CUST9966,Male,18,Home Decor,5,175.09,875.45
225,2025-05-03,CUST3198,Female,25,Beauty,3,494.12,1482.3600000000001
226,2025-09-12,CUST5242,Male,40,Electronics,1,176.33,176.33
227,2025-10-21,CUST4695,Female,55,Beauty,4,209.19,836.76
228,2025-10-07,CUST4452,Female,23,Home Decor,3,309.6,928.8000000000001
229,2025-11-21,CUST2308,Male,39,Clothing,3,404.81,1214.43
230,2025-04-08,CUST5177,Male,42,Beauty,2,245.37,490.74
231,2025-07-17,CUST9705,Male,35,Beauty,4,222.87,891.48
232,2025-08-28,CUST7852,Male,34,Electronics,5,497.91,2489.55
233,2025-05-24,CUST7035,Male,29,Home Decor,3,25.04,75.12
234,2025-04-07,CUST4594,Female,23,Beauty,5,449.63,2248.15
235,2025-07-20,CUST5841,Female,43,Beauty,3,91.59,274.77
236,2025-05-04,CUST2409,Male,44,Beauty,5,397.24,1986.2
237,2025-07-06,CUST5566,Male,25,Beauty,4,316.61,1266.44
238,2025-11-22,CUST5491,Male,36,Clothing,2,184.09,368.18
239,2025-12-15,CUST2555,Female,59,Home Decor,4,439.46,1757.84
240,2025-09-16,CUST1804,Male,18,Electronics,1,26.2,26.2
241,2025-05-28,CUST2279,Male,46,Electronics,2,128.81,257.62
242,2025-09-09,CUST8083,Female,62,Clothing,4,292.11,1168.44
243,2025-12-12,CUST6986,Female,66,Home Decor,1,188.74,188.74
244,2025-05-27,CUST6619,Male,52,Beauty,3,312.98,938.94
245,2025-05-28,CUST2387,Male,57,Clothing,3,31.57,94.71000000000001
246,2025-12-18,CUST3679,Male,31,Home Decor,5,75.9,379.5
247,2025-07-18,CUST3106,Female,52,Beauty,2,81.01,162.02
248,2025-11-04,CUST9173,Male,65,Clothing,3,110.86,332.58
249,2025-05-08,CUST5223,Male,62,Home Decor,2,240.48,480.96
250,2025-02-08,CUST5831,Male,37,Electronics,3,381.02,1143.06
251,2025-12-04,CUST3768,Female,66,Electronics,5,454.66,2273.3
252,2025-12-26,CUST4186,Female,30,Home Decor,4,420.98,1683.92
253,2025-05-09,CUST3573,Male,55,Electronics,5,114.51,572.5500000000001
254,2025-09-24,CUST3599,Male,66,Home Decor,1,231.75,231.75
255,2025-05-31,CUST5033,Female,63,Beauty,3,115.72,347.15999999999997
256,2025-10-25,CUST9428,Female,66,Home Decor,1,146.95,146.95
257,2025-04-09,CUST2304,Female,25,Beauty,1,261.7,261.7
258,2025-09-20,CUST8368,Female,60,Clothing,2,52.69,105.38
259,2025-09-09,CUST6877,Female,37,Home Decor,3,124.72,374.15999999999997
260,2025-05-24,CUST2301,Female,50,Clothing,1,468.98,468.98
261,2025-12-12,CUST3541,Female,43,Electronics,4,243.74,974.96
262,2025-04-22,CUST3051,Female,56,Beauty,1,233.79,233.79
263,2025-03-01,CUST7809,Female,38,Home Decor,4,26.99,107.96
264,2025-01-02,CUST9633,Male,66,Clothing,2,138.75,277.5
265,2025-10-31,CUST9996,Male,59,Beauty,1,435.82,435.82
266,2025-09-11,CUST1074,Male,60,Beauty,5,99.02,495.09999999999997
267,2025-05-20,CUST7981,Female,58,Electronics,2,219.26,438.52
268,2025-02-06,CUST6475,Male,26,Electronics,4,26.88,107.52
269,2025-06-09,CUST9232,Female,41,Beauty,2,249.6,499.2
270,2025-01-09,CUST8184,Female,54,Beauty,1,30.09,30.09
271,2025-08-21,CUST6796,Male,66,Home Decor,3,413.41,1240.23
272,2025-04-09,CUST8141,Female,58,Beauty,3,415.93,1247.79
273,2025-05-27,CUST2622,Male,34,Home Decor,4,398.12,1592.48
274,2025-10-31,CUST9041,Male,41,Beauty,4,156.01,624.04
275,2025-07-27,CUST1341,Male,38,Electronics,3,421.87,1265.6100000000001
276,2025-05-11,CUST3074,Female,68,Home Decor,4,280.64,1122.56
277,2025-06-01,CUST8992,Male,56,Clothing,2,199.43,398.86
278,2025-02-23,CUST1645,Female,58,Electronics,5,320.16,1600.8000000000002
279,2025-04-30,CUST5263,Male,56,Home Decor,5,25.92,129.60000000000002
280,2025-06-10,CUST9801,Male,30,Home Decor,2,88.62,177.24
281,2025-04-26,CUST7136,Male,28,Clothing,5,376.3,1881.5
282,2025-03-16,CUST9646,Female,63,Home Decor,1,137.2,137.2
283,2025-04-23,CUST3969,Female,36,Beauty,2,307.04,614.08
284,2025-04-14,CUST4028,Female,28,Clothing,4,204.85,819.4
285,2025-12-06,CUST8643,Male,30,Electronics,2,430.31,860.62
286,2025-09-11,CUST3681,Male,63,Electronics,3,477.16,1431.48
287,2025-08-15,CUST4629,Female,62,Beauty,4,444.11,1776.44
288,2025-04-22,CUST5225,Female,18,Electronics,3,149.9,449.70000000000005
289,2025-04-09,CUST4067,Female,57,Home Decor,4,113.2,452.8
290,2025-06-02,CUST6941,Female,61,Home Decor,5,247.73,1238.6499999999999
291,2025-12-15,CUST2386,Female,36,Beauty,2,23.52,47.04
292,2025-12-04,CUST3866,Female,29,Electronics,1,32.39,32.39
293,2025-07-13,CUST5788,Male,25,Electronics,4,285.58,1142.32
294,2025-11-06,CUST6490,Female,25,Beauty,4,269.82,1079.28
295,2025-06-12,CUST5124,Male,62,Clothing,3,497.4,1492.1999999999998
296,2025-07-27,CUST9340,Male,29,Electronics,5,116.88,584.4
297,2025-06-18,CUST4850,Female,65,Clothing,3,143.89,431.66999999999996
298,2025-06-10,CUST6415,Female,50,Electronics,3,74.5,223.5
299,2025-03-09,CUST8679,Male,62,Electronics,5,460.42,2302.1
300,2025-10-16,CUST7819,Female,43,Electronics,1,393.35,393.35
301,2025-10-04,CUST9378,Female,56,Electronics,3,414.72,1244.16
302,2025-10-31,CUST2333,Male,45,Home Decor,3,453.33,1359.99
303,2025-05-15,CUST5150,Male,22,Clothing,4,271.95,1087.8
304,2025-07-14,CUST7766,Male,25,Clothing,5,236.57,1182.85
305,2025-05-08,CUST3711,Female,42,Electronics,2,178.59,357.18
306,2025-02-02,CUST5853,Male,44,Electronics,1,302.82,302.82
307,2025-06-25,CUST7212,Female,63,Clothing,1,238.05,238.05
308,2025-01-22,CUST8479,Male,40,Home Decor,5,236.75,1183.75
309,2025-08-26,CUST6408,Male,47,Beauty,4,469.73,1878.92
310,2025-06-07,CUST8715,Male,62,Beauty,4,492.34,1969.36
311,2025-02-07,CUST9942,Female,64,Clothing,5,402.31,2011.55
312,2025-08-18,CUST2762,Female,40,Electronics,4,383.24,1532.96
313,2025-12-31,CUST8101,Male,66,Electronics,1,346.67,346.67
314,2025-02-20,CUST8674,Male,64,Home Decor,1,99.72,99.72
315,2025-09-21,CUST7122,Male,37,Beauty,2,48.37,96.74
316,2025-10-10,CUST1481,Female,35,Home Decor,5,351.55,1757.75
317,2025-01-27,CUST1153,Male,35,Beauty,3,369.82,1109.46
318,2025-08-14,CUST8617,Female,19,Clothing,3,42.55,127.64999999999999
319,2025-10-04,CUST2524,Male,21,Beauty,2,465.46,930.92
320,2025-10-13,CUST3120,Male,47,Home Decor,2,63.75,127.5
321,2025-04-07,CUST3343,Male,50,Home Decor,4,157.23,628.92
322,2025-10-11,CUST6136,Male,53,Home Decor,2,342.75,685.5
323,2025-11-13,CUST6760,Male,35,Clothing,2,101.54,203.08
324,2025-10-31,CUST2240,Male,54,Beauty,3,46.6,139.8
325,2025-05-27,CUST1060,Female,36,Beauty,4,178.95,715.8
326,2025-01-04,CUST2639,Male,64,Home Decor,2,387.67,775.34
327,2025-02-04,CUST7185,Female,45,Beauty,2,218.57,437.14
328,2025-07-11,CUST8970,Male,57,Electronics,4,333.43,1333.72
329,2025-02-18,CUST2252,Male,37,Electronics,5,298.22,1491.1000000000001
330,2025-01-17,CUST5203,Female,66,Electronics,4,30.66,122.64
331,2025-06-21,CUST9363,Male,50,Beauty,3,494.5,1483.5
332,2025-08-08,CUST4549,Female,29,Clothing,5,39.89,199.45
333,2025-06-07,CUST5197,Female,68,Clothing,1,484.55,484.55
334,2025-02-15,CUST8009,Male,32,Clothing,4,283.93,1135.72
335,2025-01-06,CUST7667,Female,58,Clothing,3,482.32,1446.96
336,2025-04-09,CUST3322,Female,56,Electronics,5,75.08,375.4
337,2025-08-21,CUST5090,Male,19,Electronics,4,255.4,1021.6
338,2025-02-06,CUST7960,Female,46,Home Decor,2,101.36,202.72
339,2025-10-07,CUST4004,Male,58,Beauty,4,44.47,177.88
340,2025-12-15,CUST6136,Male,27,Beauty,1,316.41,316.41
341,2025-10-29,CUST1329,Male,19,Clothing,4,119.74,478.96
342,2025-06-30,CUST4640,Male,68,Electronics,5,302.09,1510.4499999999998
343,2025-04-05,CUST8982,Female,28,Clothing,5,73.93,369.65000000000003
344,2025-04-09,CUST5107,Male,30,Home Decor,4,179.35,717.4
345,2025-07-07,CUST2341,Male,27,Beauty,5,395.18,1975.9
346,2025-04-26,CUST9407,Female,31,Beauty,2,229.78,459.56
347,2025-07-10,CUST1338,Male,35,Clothing,4,321.32,1285.28
348,2025-09-10,CUST6895,Male,68,Home Decor,2,330.78,661.56
349,2025-06-10,CUST3708,Female,26,Beauty,2,425.0,850.0
350,2025-09-13,CUST2750,Female,56,Home Decor,3,175.96,527.88
351,2025-11-19,CUST6604,Female,45,Home Decor,4,349.9,1399.6
352,2025-05-08,CUST3421,Female,20,Clothing,5,481.58,2407.9
353,2025-01-18,CUST8119,Female,37,Electronics,2,370.52,741.04
354,2025-10-08,CUST9901,Female,23,Clothing,3,255.14,765.42
355,2025-08-11,CUST6319,Female,44,Electronics,4,322.74,1290.96
356,2025-02-23,CUST7609,Male,19,Home Decor,4,375.05,1500.2
357,2025-02-27,CUST6387,Female,46,Electronics,1,313.89,313.89
358,2025-11-19,CUST4993,Female,55,Home Decor,1,28.0,28.0
359,2025-12-26,CUST9680,Female,20,Beauty,2,113.49,226.98
360,2025-06-23,CUST9044,Male,33,Beauty,1,409.02,409.02
361,2025-10-07,CUST9238,Male,47,Beauty,2,150.87,301.74
362,2025-04-24,CUST5873,Female,57,Clothing,5,371.15,1855.75
363,2025-10-15,CUST5806,Female,19,Clothing,2,198.62,397.24
364,2025-12-08,CUST9592,Female,34,Home Decor,1,270.5,270.5
365,2025-05-31,CUST6913,Male,58,Beauty,5,52.63,263.15000000000003
366,2025-05-07,CUST8124,Male,29,Clothing,1,106.99,106.99
367,2025-06-04,CUST4157,Female,52,Beauty,2,479.45,958.9
368,2025-09-30,CUST1390,Male,60,Clothing,3,447.27,1341.81
369,2025-04-14,CUST5430,Female,18,Electronics,4,333.09,1332.36
370,2025-10-26,CUST9820,Male,62,Electronics,1,240.63,240.63
371,2025-09-03,CUST8686,Male,32,Beauty,2,344.37,688.74
372,2025-06-25,CUST5232,Female,43,Home Decor,5,316.93,1584.65
373,2025-02-08,CUST9007,Female,54,Clothing,1,292.91,292.91
374,2025-06-19,CUST2521,Female,38,Clothing,1,48.4,48.4
375,2025-09-04,CUST2500,Female,66,Electronics,4,323.75,1295.0
376,2025-01-26,CUST7737,Male,48,Electronics,2,389.08,778.16
377,2025-12-21,CUST4294,Male,42,Home Decor,3,497.16,1491.48
378,2025-11-02,CUST6085,Male,40,Home Decor,5,25.32,126.6
379,2025-01-13,CUST3419,Female,41,Home Decor,2,370.48,740.96
380,2025-11-12,CUST4042,Male,55,Beauty,5,294.46,1472.3
381,2025-11-09,CUST5497,Female,45,Electronics,1,228.35,228.35
382,2025-02-05,CUST2466,Male,38,Beauty,4,81.23,324.92
383,2025-06-22,CUST4561,Female,60,Electronics,4,216.36,865.44
384,2025-01-20,CUST1614,Female,35,Electronics,3,190.1,570.3
385,2025-11-17,CUST6392,Male,53,Clothing,4,165.36,661.44
